,Account Name Cleaned,Company Name Cleaned,Similarity,T/F
3301,mayer  brown,mayer brown,1.0,True
3302,mayer brown,mayer brown,1.0,True
3303,maynard cooper  gale pc,maynard cooper  gale pc,1.0,True
3304,mayo aviation,mayo aviation,1.0,True
3305,mays chemical company,mays chemical company,1.0,True
3306,mayville school district,mayville school district,1.0,True
3307,maxim healthcare services,maxim healthcare services,1.0,True
3308,mattel,mattel,1.0,True
3309,mcg health,mcg health,1.0,True
3310,mcglinchey stafford,mcglinchey stafford,1.0,True
3311,mcnc,mcnc,1.0,True
3312,manning  kass,manning  kass,1.0,True
3313,mcnees wallace  nurick,mcnees wallace  nurick,1.0,True
3314,mcnichols company,mcnichols company,1.0,True
3315,mcr,mcr,1.0,True
3316,mct dairies,mct dairies,1.0,True
3317,mctv,mctv,1.0,True
3318,mcveigh associates,mcveigh associates,1.0,True
3319,mcwane,mcwane,1.0,True
3320,md anderson cancer center,md anderson cancer center,1.0,True
3321,md7,md7,1.0,True
3322,mannheim school district 83,mannheim school district 83,1.0,True
3323,mcminnville school district,mcminnville school district,1.0,True
3324,mda,mda,1.0,True
3325,mdc wallcoverings,mdc wallcoverings,1.0,True
3326,mannapov,mannapov,1.0,True
3327,mdi worldwide,mdi worldwide,1.0,True
3328,mdland,mdland,1.0,True
3329,mdlive,mdlive,1.0,True
3330,mdrc,mdrc,1.0,True
3331,mdsi,mdsi,1.0,True
3332,mdu resources,mdu resources,1.0,True
3333,mdvip,mdvip,1.0,True
3334,mdxhealth,mdxhealth,1.0,True
3335,mead  hunt,mead  hunt,1.0,True
3336,meaden  moore,meaden  moore,1.0,True
3337,mdc holdings,mdc holdings,1.0,True
3338,mcgill university,mcgill university,1.0,True
3339,manning squires hennig co,manning squires hennig co,1.0,True
3340,mcmaster university,mcmaster university,1.0,True
3341,mcguirewoods,mcguirewoods,1.0,True
3342,mchenry county college,mchenry county college,1.0,True
3343,manufacturers reserve supply,manufacturers reserve supply,1.0,True
3344,mci,mci,1.0,True
3345,mcic vermont,mcic vermont,1.0,True
3346,mantech international,mantech international,1.0,True
3347,mckean defense,mckean defense,1.0,True
3348,mckee homes,mckee homes,1.0,True
3349,manta,manta,1.0,True
3350,mckenzie sports products,mckenzie sports products,1.0,True
3351,mckim  creed,mckim  creed,1.0,True
3352,mckinley equipment,mckinley equipment,1.0,True
3353,mcmillan electric company,mcmillan electric company,1.0,True
3354,mckool smith,mckool smith,1.0,True
3355,mclane middleton,mclane middleton,1.0,True
3356,mclaren,mclaren,1.0,True
3357,mannkind,mannkind,1.0,True
3358,mannington mills,mannington mills,1.0,True
3359,mclaren health care,mclaren health care,1.0,True
3360,mclarens,mclarens,1.0,True
3361,mclean mortgage,mclean mortgage,1.0,True
3362,mclennan community college,mclennan community college,1.0,True
3363,mcleod health,mcleod health,1.0,True
3364,mcleod software,mcleod software,1.0,True
3365,mcm,cmc,1.0,True
3366,mcm worldwide,mcm worldwide,1.0,True
3367,mclanahan,mclanahan,1.0,True
3368,maps credit union,maps credit union,1.0,True
3369,mats,mats,1.0,True
3370,matrixcare,matrixcare,1.0,True
3371,marketsharp,marketsharp,1.0,True
3372,marketstar,marketstar,1.0,True
3373,marketvision research,marketvision research,1.0,True
3374,marketware,marketware,1.0,True
3375,markforged,markforged,1.0,True
3376,marklogic,marklogic,1.0,True
3377,markmonitor,markmonitor,1.0,True
3378,marks paneth,marks paneth,1.0,True
3379,marksnelson,marksnelson,1.0,True
3380,marcus  millichap,marcus  millichap,1.0,True
3381,marleylilly,marleylilly,1.0,True
3382,marlin business services,marlin business services,1.0,True
3383,marketron,marketron,1.0,True
3384,marlin equity partners,marlin equity partners,1.0,True
3385,marqeta,marqeta,1.0,True
3386,marquette associates,marquette associates,1.0,True
3387,marquette university,marquette university,1.0,True
3388,marquez brothers international,marquez brothers international,1.0,True
3389,marquis,marquis,1.0,True
3390,marriott vacations worldwide,marriott vacations worldwide,1.0,True
3391,mars petcare,mars petcare,1.0,True
3392,marshall dennehey warner coleman  goggin,marshall dennehey warner coleman  goggin,1.0,True
3393,marshall university,marshall university,1.0,True
3394,marta,marta,1.0,True
3395,martin bros distributing co,martin bros distributing co,1.0,True
3396,martin county fl,martin county fl,1.0,True
3397,marmot mountain,marmot mountain,1.0,True
3398,martin health system,martin health system,1.0,True
3399,marcus construction,marcus construction,1.0,True
3400,marketplace homes,marketplace homes,1.0,True
3401,marinemax,marinemax,1.0,True
3402,maricopa county,maricopa county,1.0,True
3403,mariner finance,mariner finance,1.0,True
3404,mariner wealth advisors,mariner wealth advisors,1.0,True
3405,mariners church,mariners church,1.0,True
3406,marian university,marian university,1.0,True
3407,marion general hospital,marion general hospital,1.0,True
3408,maria regina high school,maria regina high school,1.0,True
3409,margolis edelstein,margolis edelstein,1.0,True
3410,marist college,marist college,1.0,True
3411,margaret mary health,margaret mary health,1.0,True
3412,maritz,maritz,1.0,True
3413,marketresearchcom,marketresearchcom,1.0,True
3414,maritzcx,maritzcx,1.0,True
3415,mark43,mark43,1.0,True
3416,marken,marken,1.0,True
3417,market america,market america,1.0,True
3418,market scan information systems,market scan information systems,1.0,True
3419,marketbridge,marketbridge,1.0,True
3420,marketcast,marketcast,1.0,True
3421,marketing alliance,marketing alliance,1.0,True
3422,marketing architects,marketing architects,1.0,True
3423,marketing evolution,marketing evolution,1.0,True
3424,marketing management,marketing management,1.0,True
3425,marel,marel,1.0,True
3426,marketone international,marketone international,1.0,True
3427,mark spain real estate,mark spain real estate,1.0,True
3428,martin luther king jr community hospital,martin luther king jr community hospital,1.0,True
3429,martinrea international,martinrea international,1.0,True
3430,martins point health care,martins point health care,1.0,True
3431,marc usa,marc usa,1.0,True
3432,marbles kids museum,marbles kids museum,1.0,True
3433,marathon staffing,marathon staffing,1.0,True
3434,marathon oil,marathon oil,1.0,True
3435,massachusetts convention center authority,massachusetts convention center authority,1.0,True
3436,massachusetts institute of technology,massachusetts institute of technology,1.0,True
3437,massachusetts port authority,massachusetts port authority,1.0,True
3438,massena memorial hospital,massena memorial hospital,1.0,True
3439,marathon health,marathon health,1.0,True
3440,masspay,masspay,1.0,True
3441,master electronics,master electronics,1.0,True
3442,marathon consulting,marathon consulting,1.0,True
3443,massachusetts bay transportation authority,massachusetts bay transportation authority,1.0,True
3444,master lock,master lock,1.0,True
3445,mastercontrol,mastercontrol,1.0,True
3446,mastronardi produce,mastronardi produce,1.0,True
3447,matco tools,matco tools,1.0,True
3448,material handling systems,material handling systems,1.0,True
3449,materials processing,materials processing,1.0,True
3450,mathematica policy research,mathematica policy research,1.0,True
3451,mathworks,mathworks,1.0,True
3452,matilda jane clothing,matilda jane clothing,1.0,True
3453,matillion,matillion,1.0,True
3454,matrix analytics,matrix analytics,1.0,True
3455,matrix medical network,matrix medical network,1.0,True
3456,matrix technologies,matrix technologies,1.0,True
3457,masterbrand cabinets,masterbrand cabinets,1.0,True
3458,marca miami,marca miami,1.0,True
3459,marchon eyewear,marchon eyewear,1.0,True
3460,massachusetts bay community college,massachusetts bay community college,1.0,True
3461,martins super markets,martins super markets,1.0,True
3462,marcum,marcum,1.0,True
3463,marvel entertainment,marvel entertainment,1.0,True
3464,marvel marketers,marvel marketers,1.0,True
3465,marvin windows  doors,marvin windows  doors,1.0,True
3466,marxmoda,marxmoda,1.0,True
3467,mary kay,mary kay,1.0,True
3468,mary washington healthcare,mary washington healthcare,1.0,True
3469,maryland department of planning,maryland department of planning,1.0,True
3470,maryland department of transportation,maryland department of transportation,1.0,True
3471,maryland institute college of art,maryland institute college of art,1.0,True
3472,maryland judiciary,maryland judiciary,1.0,True
3473,maryland public television,maryland public television,1.0,True
3474,maryland transit administration,maryland transit administration,1.0,True
3475,marymount manhattan college,marymount manhattan college,1.0,True
3476,marcomcentral,marcomcentral,1.0,True
3477,maryville college,maryville college,1.0,True
3478,maryville technologies,maryville technologies,1.0,True
3479,marywood university,marywood university,1.0,True
3480,masa,mas sa,1.0,True
3481,mascaro construction,mascaro construction,1.0,True
3482,masco cabinetry,masco cabinetry,1.0,True
3483,mascoma savings bank,mascoma savings bank,1.0,True
3484,masonic homes of kentucky,masonic homes of kentucky,1.0,True
3485,masonite,masonite,1.0,True
3486,mass precision,mass precision,1.0,True
3487,marco technologies,marco technologies,1.0,True
3488,means industries,means industries,1.0,True
3489,mrinetwork,mrinetwork,1.0,True
3490,mears,mears,1.0,True
3491,mann mortgage,mann mortgage,1.0,True
3492,merit,merit,1.0,True
3493,merit service solutions,merit service solutions,1.0,True
3494,meritage homes,meritage homes,1.0,True
3495,man,man,1.0,True
3496,meritage hospitality,meritage hospitality,1.0,True
3497,meritdirect,meritdirect,1.0,True
3498,meritor,meritor,1.0,True
3499,merkle,merkle,1.0,True
3500,merkley  partners,merkley  partners,1.0,True
3501,merlin international,merlin international,1.0,True
3502,merlin law pa,merlin law pa,1.0,True
3503,merqbiz,merqbiz,1.0,True
3504,merisant company,merisant company,1.0,True
3505,merrimack college,merrimack college,1.0,True
3506,mersana therapeutics,mersana therapeutics,1.0,True
3507,merz north america,merz north america,1.0,True
3508,mesa air,mesa air,1.0,True
3509,mesa community college,mesa community college,1.0,True
3510,mammoth energy services,mammoth energy services,1.0,True
3511,mesa labs,mesa labs,1.0,True
3512,mesa public schools,mesa public schools,1.0,True
3513,mesirow financial,mesirow financial,1.0,True
3514,messe frankfurt,messe frankfurt,1.0,True
3515,messenger,messenger,1.0,True
3516,messer cutting systems,messer cutting systems,1.0,True
3517,malwarebytes,malwarebytes,1.0,True
3518,merritt,merritt,1.0,True
3519,messiah college,messiah college,1.0,True
3520,meriplex communications,meriplex communications,1.0,True
3521,meridianlink,meridianlink,1.0,True
3522,merchants distributors,merchants distributors,1.0,True
3523,merchants fleet management,merchants fleet management,1.0,True
3524,merchants insurance,merchants insurance,1.0,True
3525,mercom,mercom,1.0,True
3526,mercury,mercury,1.0,True
3527,mercury media,mercury media,1.0,True
3528,mercury z,mercury,1.0,True
3529,mercy,mercy,1.0,True
3530,mercy college,mercy college,1.0,True
3531,mercy corps,mercy corps,1.0,True
3532,mercy hospital  medical center,mercy hospital  medical center,1.0,True
3533,mercy medical center,mercy medical center,1.0,True
3534,merieux nutrisciences,merieux nutrisciences,1.0,True
3535,mercy ships,mercy ships,1.0,True
3536,meredith,meredith,1.0,True
3537,merge,merge,1.0,True
3538,merichem company,merichem company,1.0,True
3539,meriden public schools,meriden public schools,1.0,True
3540,meridian,meridian,1.0,True
3541,managed by q,managed by q,1.0,True
3542,meridian energy,meridian energy,1.0,True
3543,meridian health plan,meridian health plan,1.0,True
3544,meridian international,meridian international,1.0,True
3545,meridian it,meridian it,1.0,True
3546,meridian kiosks,meridian kiosks,1.0,True
3547,meridian knowledge solutions,meridian knowledge solutions,1.0,True
3548,mercyhurst university,mercyhurst university,1.0,True
3549,merchants bank of indiana,merchants bank of indiana,1.0,True
3550,mestek,mestek,1.0,True
3551,met laboratories,met laboratories,1.0,True
3552,metropolitan community college,metropolitan community college,1.0,True
3553,metropolitan council,metropolitan council,1.0,True
3554,metropolitan jewish health system,metropolitan jewish health system,1.0,True
3555,metropolitan market,metropolitan market,1.0,True
3556,metropolitan opera,metropolitan opera,1.0,True
3557,makino,makino,1.0,True
3558,metropolitan school district of perry township,metropolitan school district of perry township,1.0,True
3559,metropolitan state university of denver,metropolitan state university of denver,1.0,True
3560,metropolitan title of indiana,metropolitan title of indiana,1.0,True
3561,metropolitan transit authority of harris county,metropolitan transit authority of harris county,1.0,True
3562,metropolitan washington airports authority,metropolitan washington airports authority,1.0,True
3563,metropolitan water district of southern california,metropolitan water district of southern california,1.0,True
3564,metropolitan airports commission,metropolitan airports commission,1.0,True
3565,metropolitan water reclamation district of greater chicago,metropolitan water reclamation district of greater chicago,1.0,True
3566,making waves,making waves,1.0,True
3567,major league soccer,major league soccer,1.0,True
3568,metrostar systems,metrostar systems,1.0,True
3569,metrowest medical center,metrowest medical center,1.0,True
3570,maintech,maintech,1.0,True
3571,mainstreet,mainstreet,1.0,True
3572,metso,metso,1.0,True
3573,mettel,mettel,1.0,True
3574,mainspring,mainspring,1.0,True
3575,mevion medical systems,mevion medical systems,1.0,True
3576,mainline information systems,mainline information systems,1.0,True
3577,meyer distributing,meyer distributing,1.0,True
3578,metropolitan ymca of the oranges,metropolitan ymca of the oranges,1.0,True
3579,malouf,malouf,1.0,True
3580,metronet,metronet,1.0,True
3581,metrolink,metrolink,1.0,True
3582,meta solutions,meta solutions,1.0,True
3583,metabolon,metabolon,1.0,True
3584,metacommunications,metacommunications,1.0,True
3585,metagenics,metagenics,1.0,True
3586,metal exchange,metal exchange,1.0,True
3587,metaltek international,metaltek international,1.0,True
3588,metaoption,metaoption,1.0,True
3589,metasource,metasource,1.0,True
3590,metaswitch networks,metaswitch networks,1.0,True
3591,meter,meter,1.0,True
3592,malcolm drilling,malcolm drilling,1.0,True
3593,method,method,1.0,True
3594,metrolinx,metrolinx,1.0,True
3595,methode electronics,methode electronics,1.0,True
3596,methodist le bonheur healthcare,methodist le bonheur healthcare,1.0,True
3597,methods machine tools,methods machine tools,1.0,True
3598,metlife stadium,metlife stadium,1.0,True
3599,metra,metra,1.0,True
3600,metric  multistandard components corp,metric  multistandard components corp,1.0,True
3601,metro,metro,1.0,True
3602,metro auto auction,metro auto auction,1.0,True
3603,metro nashville public schools,metro nashville public schools,1.0,True
3604,metro sales,metro sales,1.0,True
3605,metro toyota,metro toyota,1.0,True
3606,metro vancouver,metro vancouver,1.0,True
3607,metrolina greenhouses,metrolina greenhouses,1.0,True
3608,methodist health system,methodist health system,1.0,True
3609,merchant link,merchant link,1.0,True
3610,merchant esolutions,merchant esolutions,1.0,True
3611,merchant  gould,merchant  gould,1.0,True
3612,medical imaging associates,medical imaging associates,1.0,True
3613,medical mutual of ohio,medical mutual of ohio,1.0,True
3614,medical one,one medical,1.0,True
3615,medical services of america,medical services of america,1.0,True
3616,medical solutions,medical solutions,1.0,True
3617,medical teams international,medical teams international,1.0,True
3618,medical university of south carolina,medical university of south carolina,1.0,True
3619,manitoba hydro,manitoba hydro,1.0,True
3620,medicomp,medicomp,1.0,True
3621,medidata solutions,medidata solutions,1.0,True
3622,medifast,medifast,1.0,True
3623,medisked,medisked,1.0,True
3624,medical diagnostic laboratories,medical diagnostic laboratories,1.0,True
3625,meditech,meditech,1.0,True
3626,medmen,medmen,1.0,True
3627,mednax,mednax,1.0,True
3628,medpace,medpace,1.0,True
3629,medquest associates,medquest associates,1.0,True
3630,manifest solutions,manifest solutions,1.0,True
3631,medrio,medrio,1.0,True
3632,medrisk,medrisk,1.0,True
3633,medsource,medsource,1.0,True
3634,medsphere systems,medsphere systems,1.0,True
3635,medullan,medullan,1.0,True
3636,meeting expectations,meeting expectations,1.0,True
3637,meetup,meetup,1.0,True
3638,medivet biologics,medivet biologics,1.0,True
3639,mega,mega,1.0,True
3640,manitou,manitou,1.0,True
3641,mediaspace solutions,mediaspace solutions,1.0,True
3642,meats by linz,meats by linz,1.0,True
3643,mechanics bank,mechanics bank,1.0,True
3644,mechdyne,mechdyne,1.0,True
3645,medable,medable,1.0,True
3646,mann  hummel,mann  hummel,1.0,True
3647,medac pharma,medac pharma,1.0,True
3648,medaire,medaire,1.0,True
3649,medalogix,medalogix,1.0,True
3650,medavante,medavante,1.0,True
3651,meddata,meddata,1.0,True
3652,medeanalytics,medeanalytics,1.0,True
3653,medge accessories,medge accessories,1.0,True
3654,medical college of wisconsin,medical college of wisconsin,1.0,True
3655,manko window systems,manko window systems,1.0,True
3656,medhost,medhost,1.0,True
3657,media loft,media loft,1.0,True
3658,manitowoc company,manitowoc company,1.0,True
3659,mediaagility,mediaagility,1.0,True
3660,mediacom,mediacom,1.0,True
3661,mediacrossing,mediacrossing,1.0,True
3662,mediacurrent,mediacurrent,1.0,True
3663,mediafly,mediafly,1.0,True
3664,mediamath,mediamath,1.0,True
3665,mediamorph,mediamorph,1.0,True
3666,mediaocean,mediaocean,1.0,True
3667,mediashift,mediashift,1.0,True
3668,medhok,medhok,1.0,True
3669,megafood,megafood,1.0,True
3670,manifest,manifest,1.0,True
3671,megapath,megapath,1.0,True
3672,memorial sloan kettering cancer center,memorial sloan  kettering cancer center,1.0,True
3673,manchester school district,manchester school district,1.0,True
3674,memorial university of newfoundland,memorial university of newfoundland,1.0,True
3675,memorialcare health system,memorialcare health system,1.0,True
3676,memoryblue,memoryblue,1.0,True
3677,manatt phelps  phillips,manatt phelps  phillips,1.0,True
3678,memphis invest,memphis invest,1.0,True
3679,memsql,memsql,1.0,True
3680,manatee county school district,manatee county school district,1.0,True
3681,manatee county government,manatee county government,1.0,True
3682,managing editor,managing editor,1.0,True
3683,menasha,menasha,1.0,True
3684,memorial medical center,memorial medical center,1.0,True
3685,management science associates,management science associates,1.0,True
3686,menlo security,menlo security,1.0,True
3687,mennonite home communities,mennonite home communities,1.0,True
3688,menzies aviation,menzies aviation,1.0,True
3689,meow wolf,meow wolf,1.0,True
3690,management  training,management  training,1.0,True
3691,managed health care associates,managed health care associates,1.0,True
3692,merakey,merakey,1.0,True
3693,mercari,mercari,1.0,True
3694,mercer,mercer,1.0,True
3695,mercer engineering research center,mercer engineering research center,1.0,True
3696,mercer foods,mercer foods,1.0,True
3697,mercer university,mercer university,1.0,True
3698,menlo college,menlo college,1.0,True
3699,memorial hospital at gulfport,memorial hospital at gulfport,1.0,True
3700,memorial hospital,memorial hospital,1.0,True
3701,memorial healthcare system,memorial healthcare system,1.0,True
3702,megastar financial,megastar financial,1.0,True
3703,manheim township school district,manheim township school district,1.0,True
3704,meggitt,meggitt,1.0,True
3705,meharry medical college,meharry medical college,1.0,True
3706,meiko america,meiko america,1.0,True
3707,meister media worldwide,meister media worldwide,1.0,True
3708,mekorma,mekorma,1.0,True
3709,mel hambelton ford,mel hambelton ford,1.0,True
3710,manhattan country school,manhattan country school,1.0,True
3711,manhattan college,manhattan college,1.0,True
3712,melaleuca,melaleuca,1.0,True
3713,melillo consulting,melillo consulting,1.0,True
3714,manhattan associates,manhattan associates,1.0,True
3715,melissa  doug,melissa  doug,1.0,True
3716,mango languages,mango languages,1.0,True
3717,mellanox technologies,mellanox technologies,1.0,True
3718,melrosemac,melrosemac,1.0,True
3719,mane,mane,1.0,True
3720,melton truck lines,melton truck lines,1.0,True
3721,meltwater,meltwater,1.0,True
3722,melvin j berman hebrew academy,melvin j berman hebrew academy,1.0,True
3723,member driven technologies,member driven technologies,1.0,True
3724,members 1st federal credit union,members 1st federal credit union,1.0,True
3725,memic,memic,1.0,True
3726,mando,mando,1.0,True
3727,memorial health system,memorial health system,1.0,True
3728,memorial healthcare,memorial healthcare,1.0,True
3729,measurement technology nw,measurement technology nw,1.0,True
3730,onelogin,onelogin,1.0,True
3731,mrk technologies,mrk technologies,1.0,True
3732,mro,mro,1.0,True
3733,lotusflare,lotusflare,1.0,True
3734,northern virginia community college,northern virginia community college,1.0,True
3735,northfield mount hermon school,northfield mount hermon school,1.0,True
3736,lotte new york palace,lotte new york palace,1.0,True
3737,northgate market,northgate market,1.0,True
3738,northland communications,northland communications,1.0,True
3739,northland investment,northland investment,1.0,True
3740,northshore school district,northshore school district,1.0,True
3741,lotame,lotame,1.0,True
3742,lose it,lose it,1.0,True
3743,northshore university healthsystem,northshore university healthsystem,1.0,True
3744,northside hospital,northside hospital,1.0,True
3745,northern star resources,northern star resources,1.0,True
3746,northside independent school district,northside independent school district,1.0,True
3747,northstar,northstar,1.0,True
3748,los angeles world airports,los angeles world airports,1.0,True
3749,northstar cooperative,northstar cooperative,1.0,True
3750,northstar technologies,northstar technologies,1.0,True
3751,los angeles philharmonic association,los angeles philharmonic association,1.0,True
3752,northwest administrators,northwest administrators,1.0,True
3753,northwest arkansas community college,northwest arkansas community college,1.0,True
3754,northwest college,northwest college,1.0,True
3755,northwest community healthcare,northwest community healthcare,1.0,True
3756,northwest farm credit services,northwest farm credit services,1.0,True
3757,northwest missouri state university,northwest missouri state university,1.0,True
3758,northwest nazarene university,northwest nazarene university,1.0,True
3759,northsight management,northsight management,1.0,True
3760,los angeles lakers,los angeles lakers,1.0,True
3761,northern kentucky university,northern kentucky university,1.0,True
3762,northern health authority,northern health authority,1.0,True
3763,north range behavioral health,north range behavioral health,1.0,True
3764,north rockland central school district,north rockland central school district,1.0,True
3765,north seattle community college,north seattle community college,1.0,True
3766,north shore central school district,north shore central school district,1.0,True
3767,north shore healthcare,north shore healthcare,1.0,True
3768,north slope borough,north slope borough,1.0,True
3769,north star resource,north star resource,1.0,True
3770,north suffolk mental health,north suffolk mental health,1.0,True
3771,north wind,north wind,1.0,True
3772,northbay solutions,northbay solutions,1.0,True
3773,louisiana technology,louisiana technology,1.0,True
3774,louisiana tech university,louisiana tech university,1.0,True
3775,northern illinois university,northern illinois university,1.0,True
3776,louisiana state university,louisiana state university,1.0,True
3777,northeast community college,northeast community college,1.0,True
3778,northeast georgia health system,northeast georgia health system,1.0,True
3779,northeast ohio regional sewer district,northeast ohio regional sewer district,1.0,True
3780,northeast wisconsin technical college,northeast wisconsin technical college,1.0,True
3781,northeastern illinois university,northeastern illinois university,1.0,True
3782,northeastern state university,northeastern state university,1.0,True
3783,louis shanks of texas,louis shanks of texas,1.0,True
3784,northeastern university,northeastern university,1.0,True
3785,northern alberta institute of technology,northern alberta institute of technology,1.0,True
3786,northern arizona healthcare,northern arizona healthcare,1.0,True
3787,northern arizona university,northern arizona university,1.0,True
3788,lou malnatis pizzeria,lou malnatis pizzeria,1.0,True
3789,northeast battery,northeast battery,1.0,True
3790,north platte public schools,north platte public schools,1.0,True
3791,northwest pipe company,northwest pipe company,1.0,True
3792,northwestern medicine,northwestern medicine,1.0,True
3793,novant health,novant health,1.0,True
3794,novantas,novantas,1.0,True
3795,novarad,novarad,1.0,True
3796,novares,novares,1.0,True
3797,noven pharmaceuticals,noven pharmaceuticals,1.0,True
3798,novetta,novetta,1.0,True
3799,noviflow,noviflow,1.0,True
3800,novo construction,novo construction,1.0,True
3801,novocure,novocure,1.0,True
3802,novoed,novoed,1.0,True
3803,novogene,novogene,1.0,True
3804,loretto,loretto,1.0,True
3805,los angeles chargers,los angeles chargers,1.0,True
3806,novu,novu,1.0,True
3807,novus media,novus media,1.0,True
3808,nowcom,nowcom,1.0,True
3809,lord abbett  co,lord abbett  co,1.0,True
3810,nowsecure,nowsecure,1.0,True
3811,np dodge company,np dodge company,1.0,True
3812,loras college,loras college,1.0,True
3813,npi,npi,1.0,True
3814,npi medical,npi medical,1.0,True
3815,loram maintenance of way,loram maintenance of way,1.0,True
3816,npower,npower,1.0,True
3817,nreca,nreca,1.0,True
3818,nrg media,nrg media,1.0,True
3819,lord fairfax community college,lord fairfax community college,1.0,True
3820,northwest university,northwest university,1.0,True
3821,novamex,novamex,1.0,True
3822,nova southeastern university,nova southeastern university,1.0,True
3823,northwestern michigan college,northwestern michigan college,1.0,True
3824,northwestern state university,northwestern state university,1.0,True
3825,northwestern university,northwestern university,1.0,True
3826,northwood university,northwood university,1.0,True
3827,northwoods,northwoods,1.0,True
3828,los angeles jewish home,los angeles jewish home,1.0,True
3829,los angeles county office of education,los angeles county office of education,1.0,True
3830,northwoods community church,northwoods community church,1.0,True
3831,northwoods software development,northwoods software development,1.0,True
3832,norton agency insurance,norton agency insurance,1.0,True
3833,norton healthcare,norton healthcare,1.0,True
3834,norton lilly international,norton lilly international,1.0,True
3835,novae,novae,1.0,True
3836,norton rose fulbright,norton rose fulbright,1.0,True
3837,norwest venture partners,norwest venture partners,1.0,True
3838,norwich university,norwich university,1.0,True
3839,norwood school,norwood school,1.0,True
3840,nossaman,nossaman,1.0,True
3841,notarize,notarize,1.0,True
3842,notions marketing,notions marketing,1.0,True
3843,notre dame catholic high school,notre dame catholic high school,1.0,True
3844,nova,nova,1.0,True
3845,nova biomedical,nova biomedical,1.0,True
3846,nova consulting,nova consulting,1.0,True
3847,nova home loans,nova home loans,1.0,True
3848,nova molecular technologies,nova molecular technologies,1.0,True
3849,norway savings bank,norway savings bank,1.0,True
3850,nrs,nrs,1.0,True
3851,north park university,north park university,1.0,True
3852,north oaks health system,north oaks health system,1.0,True
3853,nisa investment advisors,nisa investment advisors,1.0,True
3854,nisource,nisource,1.0,True
3855,nissei america,nissei america,1.0,True
3856,nisum technologies,nisum technologies,1.0,True
3857,nite ize,nite ize,1.0,True
3858,nixon,nixon,1.0,True
3859,nixon medical,nixon medical,1.0,True
3860,nixon peabody,nixon peabody,1.0,True
3861,njvc,njvc,1.0,True
3862,nn,nn,1.0,True
3863,nnn,nn,1.0,True
3864,nobel learning communities,nobel learning communities,1.0,True
3865,loyaltyone,loyaltyone,1.0,True
3866,noble biomaterials,noble biomaterials,1.0,True
3867,lowenstein sandler,lowenstein sandler,1.0,True
3868,noble energy,noble energy,1.0,True
3869,noble house hotels  resorts,noble house hotels  resorts,1.0,True
3870,lovitt  touche,lovitt  touche,1.0,True
3871,lovesac,lovesac,1.0,True
3872,noble studios,noble studios,1.0,True
3873,noble systems,noble systems,1.0,True
3874,noble1,noble1,1.0,True
3875,noblis,noblis,1.0,True
3876,nokian tyres,nokian tyres,1.0,True
3877,lovepop,lovepop,1.0,True
3878,noland health services,noland health services,1.0,True
3879,lowes foods,lowes foods,1.0,True
3880,loveland living planet aquarium,loveland living planet aquarium,1.0,True
3881,nipro medical,nipro medical,1.0,True
3882,ninyo  moore,ninyo  moore,1.0,True
3883,niagara bottling,niagara bottling,1.0,True
3884,niagara college,niagara college,1.0,True
3885,niagara networks,niagara networks,1.0,True
3886,niagara university,niagara university,1.0,True
3887,niantic,niantic,1.0,True
3888,loyola university maryland,loyola university maryland,1.0,True
3889,nibco,nibco,1.0,True
3890,nic,nic,1.0,True
3891,nice actimize,nice actimize,1.0,True
3892,niche,niche,1.0,True
3893,nichiha,nichiha,1.0,True
3894,nicholls state university,nicholls state university,1.0,True
3895,nio,nio,1.0,True
3896,loyola university chicago,loyola university chicago,1.0,True
3897,nichols portland,nichols portland,1.0,True
3898,loyola marymount university,loyola marymount university,1.0,True
3899,nicolet national bank,nicolet national bank,1.0,True
3900,nidec minster,nidec minster,1.0,True
3901,nihon kohden,nihon kohden,1.0,True
3902,niit technologies,niit technologies,1.0,True
3903,niksun,niksun,1.0,True
3904,nil,nil,1.0,True
3905,ninjarmm,ninjarmm,1.0,True
3906,nintendo of america,nintendo of america,1.0,True
3907,nintex,nintex,1.0,True
3908,ninthdecimal,ninthdecimal,1.0,True
3909,nichols college,nichols college,1.0,True
3910,north ottawa community hospital,north ottawa community hospital,1.0,True
3911,nomad global communication solutions,nomad global communication solutions,1.0,True
3912,lovelace health system,lovelace health system,1.0,True
3913,north american cable equipment,north american cable equipment,1.0,True
3914,north american electric,north american electric,1.0,True
3915,north american family institute,north american family institute,1.0,True
3916,north american partners in anesthesia,north american partners in anesthesia,1.0,True
3917,north american properties,north american properties,1.0,True
3918,north american stamping,north american stamping,1.0,True
3919,north atlanta primary care,north atlanta primary care,1.0,True
3920,north atlantic industries,north atlantic industries,1.0,True
3921,louisville regional airport authority,louisville regional airport authority,1.0,True
3922,north carolina at state university,north carolina at state university,1.0,True
3923,north carolina farm bureau insurance,north carolina farm bureau insurance,1.0,True
3924,north carolina school boards association,north carolina school boards association,1.0,True
3925,north american bancard,north american bancard,1.0,True
3926,north carolina state university,north carolina state university,1.0,True
3927,north central texas college,north central texas college,1.0,True
3928,north central texas council of governments,north central texas council of governments,1.0,True
3929,north clackamas school district,north clackamas school district,1.0,True
3930,north country business products,north country business products,1.0,True
3931,north dakota state university,north dakota state university,1.0,True
3932,north dakota telephone company,north dakota telephone company,1.0,True
3933,north dakota university system,north dakota university system,1.0,True
3934,north east independent school district,north east independent school district,1.0,True
3935,north georgia technical college,north georgia technical college,1.0,True
